1.5434483,-1.9965792
2.0146496,-2.3273654
2.116828,-2.2645104
1.9997101,-1.8377868
1.707035,-1.9079828
2.1741474,-2.1711006
2.0909429,-2.1750054
2.054277,-2.1524441
1.363605,-1.7402297
1.6920668,-2.0055804
1.6757419,-1.7379485
2.273687,-2.0856392
2.300652,-2.41742
1.5015467,-1.5378387
2.204789,-2.248841
2.021467,-2.0039773
1.9306803,-2.1642804
1.7472993,-1.6145713
2.45171,-2.364242
1.5718372,-1.8345113
1.3399743,-1.4524066
1.5677376,-1.7663277
1.8323027,-1.8671187
2.1860068,-2.035382
2.2598817,-2.115822
1.7304459,-1.7938125
1.95418,-2.0742009
0.9190233,-1.2036567
2.2465465,-2.066871
1.4094553,-1.9735136
1.5061375,-1.7986033
1.9655213,-2.0264294
1.5188632,-1.9523234
1.9954857,-2.0170562
1.9097812,-2.310485
1.7764759,-1.5324852
2.2004135,-2.1139245
1.7674311,-2.1133027
1.8556465,-2.0301528
2.0520027,-2.1495697
1.5506694,-1.7512429
2.2327588,-2.19819
1.2626418,-1.5388329
1.4127886,-1.8548181
1.623759,-1.8737488
1.398041,-1.4397418
1.4862945,-1.629246
1.7641625,-1.956375
2.15398,-2.2998972
2.0107815,-1.9498422
1.4217283,-1.5582205
1.8435366,-2.1615822
1.5647696,-1.7784331
1.6269084,-1.6437663
2.0008829,-2.1152337
1.3059384,-1.5749917
1.8725107,-1.8165874
1.453795,-1.471404
1.5192088,-1.7039311
1.6022844,-1.7147083
1.7770895,-1.7275559
2.148534,-2.182914
2.0284684,-2.0416398
1.3150975,-1.8696959
2.278158,-2.1909494
2.0873303,-2.0995457
1.7780527,-1.8266332
1.7569126,-1.8113626
1.4952662,-1.7068514
1.9380833,-1.7562425
1.8994377,-1.698622
2.0036654,-1.7708148
1.9858601,-2.240509
1.4214487,-1.3938782
1.6797062,-2.0221944
1.9716291,-1.7934576
2.0710776,-1.8956168
0.9219708,-1.4391707
1.6736957,-1.8475928
1.8084257,-1.9634207
1.6487256,-1.7333655
1.2710729,-1.6187377
1.7211208,-2.0290303
1.689178,-1.3738629
2.3367536,-2.110305
1.8314111,-1.9365662
1.3198402,-1.5032169
1.7774764,-1.9143205
1.9000652,-1.8169754
1.9833663,-1.85054
1.9233887,-2.2371464
2.0920656,-1.9532266
1.9162354,-2.1051052
1.855542,-2.0794935
2.1948633,-2.174237
1.5827277,-1.5999249
2.164275,-2.0662186
1.8465589,-2.0970075
1.8701893,-1.6771431
1.9313177,-1.7458769
2.0223188,-2.1439922
2.0101397,-1.9570353
1.4244547,-1.382511
2.0640643,-2.05051
1.7973326,-1.9123702
2.0297842,-2.0656693
1.9855204,-1.7960918
1.3215215,-1.2873647
1.7104616,-1.7526712
1.9249653,-1.9875956
1.5419862,-2.0084076
0.97887206,-1.3746456
2.1062384,-2.062815
2.1886978,-2.2748387
2.1745403,-2.2315502
1.894608,-2.0228066
2.4720793,-2.202115
1.6882479,-2.0495162
2.233388,-2.1381226
1.9528435,-1.9934646
1.2445078,-1.5722767
2.1290967,-1.805908
1.277499,-1.0818349
2.0747092,-2.294718
2.2035623,-1.7537336
1.5025573,-1.5461199
1.585496,-1.746529
1.4402643,-1.3349231
1.247282,-1.3166069
1.5501269,-1.8569168
2.1049576,-1.9855736
1.9929001,-2.2919934
1.1120847,-1.368751
1.6961913,-1.9859232
2.214655,-2.0215023
1.9174507,-1.9204121
2.3071687,-2.1598341
1.718831,-1.7256997
1.8200679,-1.8185542
1.9202741,-2.0911572
2.2855835,-1.7761954
2.074176,-2.1352723
2.3220153,-2.3810694
